year,mes,periodo,median,mean,max,variance,sd,sex,area_m2_ha,fruits_comp,fruits_comp_p
2010,Nov,p2,1,1.09556314,3,0.977137781,0.988502798,male,0.65865807,94.07407408,0.940740741
2010,Dic,p1,1,0.705882353,2,0.330114135,0.574555598,male,0.968302549,50,0.5
2010,Dic,p2,1,0.705882353,2,0.330114135,0.574555598,male,NA,NA,NA
2011,Ene,p1,0,0.411764706,2,0.382352941,0.618346942,male,0.489381536,100,1
2011,Ene,p2,0,0.411764706,2,0.382352941,0.618346942,male,0.410977814,57.979798,0.57979798
2011,Feb,p1,3,3.056451613,6,3.240689746,1.800191586,male,0.677375816,95.24929972,0.952492997
2011,Feb,p2,3,3.056451613,6,3.240689746,1.800191586,male,0.821998056,95.91836734,0.959183673
2011,Mar,p1,1,1.906626506,6,4.658928766,2.158455181,male,0.54487155,97.77777778,0.977777778
2011,Mar,p2,1,1.906626506,6,4.658928766,2.158455181,male,0.759232438,100,1
2011,Abr,p1,0.5,0.93220339,3,1.362885702,1.167426958,male,0.852459312,97.84946236,0.978494624
2011,Abr,p2,0.5,0.93220339,3,1.362885702,1.167426958,male,0.367645542,93.05867708,0.930586771
2011,May,p1,0,0.333333333,4,0.412197687,0.642026235,male,0.421401042,87.32203185,0.873220319
2011,May,p2,0,0.333333333,4,0.412197687,0.642026235,male,0.314776424,85.9022261,0.859022261
2011,Jun,p1,0,0.385542169,1,0.239788422,0.48968196,male,0.667837347,66.48148148,0.664814815
2011,Jun,p2,0,0.385542169,1,0.239788422,0.48968196,male,0.584866097,88.4059874,0.884059874
2011,Jul,p1,0,0.783018868,3,0.881606009,0.938938768,male,0.12831334,80.71575702,0.80715757
2011,Jul,p2,0,0.783018868,3,0.881606009,0.938938768,male,0.090523161,60.66194773,0.606619477
2011,Ago,p1,1,1.505747126,3,0.575111288,0.758360922,male,0.154596995,70.625,0.70625
2011,Ago,p2,1,1.505747126,3,0.575111288,0.758360922,male,0.28071924,72.63888887,0.726388889
2011,Sep,p1,1,1.215384615,4,1.317590936,1.14786364,male,0.379929837,51.80989843,0.518098984
2011,Sep,p2,1,1.215384615,4,1.317590936,1.14786364,male,0.43383519,83.1829574,0.831829574
2011,Oct,p1,2,2.411764706,7,5.78664008,2.405543614,male,0.526946369,67.35576923,0.673557692
2011,Oct,p2,2,2.411764706,7,5.78664008,2.405543614,male,0.845989911,83.48214285,0.834821429
2011,Nov,p1,1,1.26119403,4,1.923745932,1.386991684,male,0.475744789,87.41025642,0.874102564
2011,Nov,p2,1,1.26119403,4,1.923745932,1.386991684,male,0.45929834,67.04109376,0.670410938
2011,Dic,p1,3,3.428571429,6,3.327067669,1.824025128,male,0.597801968,100,1
2011,Dic,p2,3,3.428571429,6,3.327067669,1.824025128,male,0.404321507,89.9782135,0.899782135
2012,Ene,p1,3,3.476744186,6,2.987760098,1.728513841,male,0.350806771,96.8505921,0.968505921
2012,Ene,p2,3,3.476744186,6,2.987760098,1.728513841,male,0.503086618,97.32268285,0.973226829
2012,Feb,p1,2,2.705479452,7,5.2161077,2.283879966,male,0.46836978,68.16288335,0.681628834
2012,Feb,p2,2,2.705479452,7,5.2161077,2.283879966,male,0.633937112,93.55969478,0.935596948
2012,Mar,p1,5,3.716981132,6,4.360667634,2.088221165,male,0.814590179,66.66666667,0.666666667
2012,Mar,p2,5,3.716981132,6,4.360667634,2.088221165,male,0.538519218,95.83333333,0.958333333
2012,Abr,p1,4,3.627403846,7,7.125897822,2.669437735,male,0.592387159,94.50456077,0.945045608
2012,Abr,p2,4,3.627403846,7,7.125897822,2.669437735,male,0.354782095,100,1
2012,May,p1,3,2.848130841,7,6.194680339,2.488911477,male,0.177239435,81.17781184,0.811778118
2012,May,p2,3,2.848130841,7,6.194680339,2.488911477,male,0.121050051,81.49517272,0.814951727
2012,Jun,p1,2,1.984415584,5,3.312256494,1.819960575,male,0.287172612,81.59986392,0.815998639
2012,Jun,p2,2,1.984415584,5,3.312256494,1.819960575,male,0.297022899,NA,NA
2012,Jul,p1,NA,NA,NA,NA,NA,male,0.52951622,NA,NA
2012,Jul,p2,NA,NA,NA,NA,NA,male,0.330452742,50,0.5
2012,Ago,p1,NA,NA,NA,NA,NA,male,0.225997728,100,1
2012,Ago,p2,NA,NA,NA,NA,NA,male,0.075538182,78.06651616,0.780665162
2012,Sep,p1,NA,NA,NA,NA,NA,male,0.072471946,70,0.7
2012,Sep,p2,NA,NA,NA,NA,NA,male,0.15807999,53.84004883,0.538400488
2012,Oct,p1,NA,NA,NA,NA,NA,male,0.194387794,42.8571429,0.428571429
2012,Oct,p2,NA,NA,NA,NA,NA,male,0.251335115,NA,NA
2012,Nov,p1,NA,NA,NA,NA,NA,male,0.328633338,46.06616026,0.460661603
2012,Nov,p2,NA,NA,NA,NA,NA,male,0.778351576,78.93496367,0.789349637
2012,Dic,p1,NA,NA,NA,NA,NA,male,0.539667616,88.16772588,0.881677259
2012,Dic,p2,NA,NA,NA,NA,NA,male,0.501836653,87.5,0.875
2013,Ene,p1,NA,NA,NA,NA,NA,male,NA,NA,NA
2013,Ene,p2,NA,NA,NA,NA,NA,male,0.311916187,93.91304348,0.939130435
2013,Feb,p1,1,1.502624672,6,3.070295336,1.752225823,male,0.299224216,94.99347592,0.949934759
2013,Feb,p2,1,1.502624672,6,3.070295336,1.752225823,male,0.335461458,91.2483531,0.912483531
2013,Mar,p1,2,2.104683196,6,4.805578037,2.192162867,male,0.418194644,66.66666667,0.666666667
2013,Mar,p2,2,2.104683196,6,4.805578037,2.192162867,male,0.497131453,100,1
2013,Abr,p1,NA,NA,NA,NA,NA,male,0.725446398,100,1
2013,Abr,p2,NA,NA,NA,NA,NA,male,0.297196299,96.2962963,0.962962963
2013,May,p1,NA,NA,NA,NA,NA,male,0.215336512,100,1
2013,May,p2,NA,NA,NA,NA,NA,male,0.236701968,68.1818182,0.681818182
2013,Jun,p1,1,1.089456869,5,2.325305153,1.524895128,male,0.279863783,87.25490197,0.87254902
2013,Jun,p2,1,1.089456869,5,2.325305153,1.524895128,male,0.609148176,72.65625,0.7265625
2013,Jul,p1,2,2.182112069,5,3.607576117,1.899362029,male,0.427554458,79.2857143,0.792857143
2013,Jul,p2,2,2.182112069,5,3.607576117,1.899362029,male,0.479189238,70.15065913,0.701506591
2013,Ago,p1,0,0.724334601,4,1.525768604,1.235220063,male,0.383319557,90.3846154,0.903846154
2013,Ago,p2,0,0.724334601,4,1.525768604,1.235220063,male,0.519438308,68.92561985,0.689256199
2013,Sep,p1,1,1.576208178,7,4.148088554,2.036685679,male,0.387301421,81.8181818,0.818181818
2013,Sep,p2,1,1.576208178,7,4.148088554,2.036685679,male,0.602823678,40,0.4
2013,Oct,p1,NA,NA,NA,NA,NA,male,NA,NA,NA
2013,Oct,p2,NA,NA,NA,NA,NA,male,NA,74.12077293,0.741207729
2013,Nov,p1,2,1.446341463,5,2.149925458,1.466262411,male,0.382658678,69.4736842,0.694736842
2013,Nov,p2,2,1.446341463,5,2.149925458,1.466262411,male,0.18802871,95.703125,0.95703125
2013,Dic,p1,0,0.440545809,3,0.457884077,0.676671321,male,0.319307342,88.7254902,0.887254902
2013,Dic,p2,0,0.440545809,3,0.457884077,0.676671321,male,0.561798337,NA,NA
2014,Ene,p1,4,3.688888889,4,0.219191919,0.468179366,male,NA,100,1
2014,Ene,p2,4,3.688888889,4,0.219191919,0.468179366,male,0.66955167,66.6666667,0.666666667
2014,Feb,p1,2,2.118451025,5,3.064986049,1.750710156,male,0.925822831,80.95545975,0.809554598
2014,Feb,p2,2,2.118451025,5,3.064986049,1.750710156,male,0.758826122,64.49275363,0.644927536
2014,Mar,p1,1,0.966231773,4,1.393636097,1.180523654,male,0.580301608,92.248062,0.92248062
2014,Mar,p2,1,0.966231773,4,1.393636097,1.180523654,male,0.618200893,95.8333333,0.958333333
2014,Abr,p1,0,0.439393939,1,0.25011655,0.500116537,male,0.33066821,NA,NA
2014,Abr,p2,0,0.439393939,1,0.25011655,0.500116537,male,NA,NA,NA
2014,May,p1,3,2.4953125,7,5.49606563,2.344368919,male,0.382565051,100,1
2014,May,p2,3,2.4953125,7,5.49606563,2.344368919,male,0.283301464,NA,NA
2014,Jun,p1,0,0.672330097,4,1.262200883,1.12347714,male,0.380151506,80.0748165,0.800748165
2014,Jun,p2,0,0.672330097,4,1.262200883,1.12347714,male,0.344512591,NA,NA
2014,Jul,p1,0,0.478201635,3,0.915622409,0.956881607,male,0.631088128,100,1
2014,Jul,p2,0,0.478201635,3,0.915622409,0.956881607,male,0.620011849,33.33333333,0.333333333
2014,Ago,p1,2,1.518223235,3,0.963749633,0.981707509,male,0.57091483,53.2092907,0.532092907
2014,Ago,p2,2,1.518223235,3,0.963749633,0.981707509,male,0.898382461,36.7647059,0.367647059
2014,Sep,p1,1,1.47284345,4,1.211891828,1.100859586,male,1.023244076,38.3512545,0.383512545
2014,Sep,p2,1,1.47284345,4,1.211891828,1.100859586,male,0.302289887,34.7222222,0.347222222
2014,Oct,p1,0,1.047376093,6,2.147279762,1.465359943,male,0.555876691,54.00030077,0.540003008
2014,Oct,p2,0,1.047376093,6,2.147279762,1.465359943,male,0.471105647,NA,NA
2014,Nov,p1,1,1.256951103,5,2.17959415,1.476344862,male,0.669127561,91.66666667,0.916666667
2014,Nov,p2,1,1.256951103,5,2.17959415,1.476344862,male,0.626791857,50,0.5
2014,Dic,p1,1,1.064516129,4,1.714460935,1.309374253,male,0.319704806,54.5454545,0.545454545
2014,Dic,p2,1,1.064516129,4,1.714460935,1.309374253,male,0.484857719,NA,NA
2015,Ene,p1,0,0.782296651,3,1.249853706,1.117968562,male,0.82774298,NA,NA
2015,Ene,p2,0,0.782296651,3,1.249853706,1.117968562,male,1.120487136,99.00497513,0.990049751
2015,Feb,p1,1,1.536082474,4,2.311088241,1.520226378,male,0.73942678,100,1
2015,Feb,p2,1,1.536082474,4,2.311088241,1.520226378,male,0.683412807,100,1
2015,Mar,p1,1,1.229916898,4,1.017799993,1.00886074,male,0.507472085,100,1
2015,Mar,p2,1,1.229916898,4,1.017799993,1.00886074,male,0.453787046,100,1
2015,Abr,p1,1,0.764127764,3,0.771813461,0.878529147,male,0.371835116,100,1
2015,Abr,p2,1,0.764127764,3,0.771813461,0.878529147,male,0.441844451,96.2962963,0.962962963
2015,May,p1,0,0.122994652,4,0.45607027,0.675329749,male,0.328494214,NA,NA
2015,May,p2,0,0.122994652,4,0.45607027,0.675329749,male,0.238592835,95.99964678,0.959996468
2015,Jun,p1,0,0.593886463,2,0.593120355,0.770143075,male,0.281108852,70.7317073,0.707317073
2015,Jun,p2,0,0.593886463,2,0.593120355,0.770143075,male,0.258574328,61.1965812,0.611965812
2015,Jul,p1,0,0.166842661,2,0.166637272,0.408212288,male,0.196148172,42.4657534,0.424657534
2015,Jul,p2,0,0.166842661,2,0.166637272,0.408212288,male,0.468822211,78.8186313,0.788186313
2015,Ago,p1,NA,NA,NA,NA,NA,male,0.394211934,NA,NA
2015,Ago,p2,NA,NA,NA,NA,NA,male,0.220074787,50,0.5
2015,Sep,p1,NA,NA,NA,NA,NA,male,0.335156078,NA,NA
2015,Sep,p2,NA,NA,NA,NA,NA,male,0.278181579,NA,NA
2015,Oct,p1,NA,NA,NA,NA,NA,male,NA,NA,NA
2015,Oct,p2,NA,NA,NA,NA,NA,male,NA,NA,NA
2015,Nov,p1,NA,NA,NA,NA,NA,male,0.479756238,NA,NA
2015,Nov,p2,NA,NA,NA,NA,NA,male,0.429678374,NA,NA
2015,Dic,p1,NA,NA,NA,NA,NA,male,0.408063679,NA,NA
2015,Dic,p2,NA,NA,NA,NA,NA,male,0.508369473,NA,NA
2016,Ene,p1,NA,NA,NA,NA,NA,male,0.541023665,NA,NA
2016,Ene,p2,NA,NA,NA,NA,NA,male,0.491839123,NA,NA
2016,Feb,p1,NA,NA,NA,NA,NA,male,0.528734316,NA,NA
2016,Feb,p2,NA,NA,NA,NA,NA,male,0.560444293,NA,NA
2016,Mar,p1,NA,NA,NA,NA,NA,male,0.517490655,NA,NA
2016,Mar,p2,NA,NA,NA,NA,NA,male,NA,NA,NA
2016,Abr,p1,NA,NA,NA,NA,NA,male,0.334113032,NA,NA
2016,Abr,p2,NA,NA,NA,NA,NA,male,0.266468904,NA,NA
2016,May,p1,NA,NA,NA,NA,NA,male,0.27324219,NA,NA
2016,May,p2,NA,NA,NA,NA,NA,male,0.114643343,NA,NA
2016,Jun,p1,NA,NA,NA,NA,NA,male,0.178120419,NA,NA
2016,Jun,p2,NA,NA,NA,NA,NA,male,0.595255089,NA,NA
2016,Jul,p1,NA,NA,NA,NA,NA,male,0.473118689,NA,NA
2016,Jul,p2,NA,NA,NA,NA,NA,male,0.284745797,NA,NA
2016,Ago,p1,1,1.173684211,4,1.611427779,1.269420253,male,0.147227391,87.71929823,0.877192982
2016,Ago,p2,1,1.173684211,4,1.611427779,1.269420253,male,0.226737952,NA,NA
2016,Sep,p1,1,1.110294118,4,1.803771202,1.343045495,male,0.218920854,NA,NA
2016,Sep,p2,1,1.110294118,4,1.803771202,1.343045495,male,0.300399966,63.8297872,0.638297872
2016,Oct,p1,1,0.917293233,3,0.730917633,0.85493721,male,0.233344566,64.52928095,0.64529281
2016,Oct,p2,1,0.917293233,3,0.730917633,0.85493721,male,0.266407422,85.540135,0.85540135
2016,Nov,p1,1,0.851604278,3,0.624535575,0.790275633,male,0.209224377,90.7563025,0.907563025
2016,Nov,p2,1,0.851604278,3,0.624535575,0.790275633,male,0.233028601,NA,NA
2016,Dic,p1,1,1.257731959,4,0.946322491,0.972791083,male,0.295318958,97.3451327,0.973451327
2016,Dic,p2,1,1.257731959,4,0.946322491,0.972791083,male,0.402080066,100,1
2017,Ene,p1,0,0.812893082,3,1.364935869,1.168304699,male,0.738882736,86.3013699,0.863013699
2017,Ene,p2,0,0.812893082,3,1.364935869,1.168304699,male,0.726993201,NA,NA
2017,Feb,p1,NA,NA,NA,NA,NA,male,1.183919194,NA,NA
